Territory,State Name,State Abbreviation,State Code,County Name,City Code,County Code
U,GEORGIA,GA,13,NELSON,3910,227
U,GEORGIA,GA,13,NELSON,3910,057
U,GEORGIA,GA,13,NEW HOLLAND,3930,139
U,GEORGIA,GA,13,NEWBORN,3920,217
U,GEORGIA,GA,13,NEWBORN,3920,159
U,GEORGIA,GA,13,NEWINGTON,3940,251
U,GEORGIA,GA,13,NEWNAN,3950,077
U,GEORGIA,GA,13,NEWTON,3960,007
U,GEORGIA,GA,13,NEWTON,,217
U,GEORGIA,GA,13,NICHOLLS,3970,069
U,GEORGIA,GA,13,NICHOLSON,3980,157
U,GEORGIA,GA,13,NORCROSS,3990,135
U,GEORGIA,GA,13,NORMAN PARK,4000,071
U,GEORGIA,GA,13,NORMANTOWN,4010,279
U,GEORGIA,GA,13,NORRISTOWN,4012,107
U,GEORGIA,GA,13,NORTH ATLANTA,4020,089
U,GEORGIA,GA,13,NORTH CANTON,4030,057
U,GEORGIA,GA,13,NORTH HIGH SHOALS,4040,219
U,GEORGIA,GA,13,NORWOOD,4050,301
U,GEORGIA,GA,13,NUNEZ,4060,107
U,GEORGIA,GA,13,OAK PARK,4090,107
U,GEORGIA,GA,13,OAKFIELD,4070,321
U,GEORGIA,GA,13,OAKMAN,4080,129
U,GEORGIA,GA,13,OAKWOOD,4100,139
U,GEORGIA,GA,13,OCHLOCKNEE,4110,275
U,GEORGIA,GA,13,OCILLA,4120,155
U,GEORGIA,GA,13,OCONEE,,219
U,GEORGIA,GA,13,OCONEE,4124,303
U,GEORGIA,GA,13,ODESSADALE,4130,199
U,GEORGIA,GA,13,ODUM,4140,305
U,GEORGIA,GA,13,OFFERMAN,4142,229
U,GEORGIA,GA,13,OGLETHORPE,,221
U,GEORGIA,GA,13,OGLETHORPE,4150,193
U,GEORGIA,GA,13,OHOOPEE,4160,279
U,GEORGIA,GA,13,OLIVER,4170,251
U,GEORGIA,GA,13,OMAHA,4180,259
U,GEORGIA,GA,13,OMEGA,4190,277
U,GEORGIA,GA,13,ORCHARD HILL,4200,255
U,GEORGIA,GA,13,OSIERFIELD,4210,155
U,GEORGIA,GA,13,OXFORD,4220,217
U,GEORGIA,GA,13,PALMETTO,4230,121
U,GEORGIA,GA,13,PALMETTO,4230,077
U,GEORGIA,GA,13,PANTHERSVILLE,4235,089
U,GEORGIA,GA,13,PARROTT,4240,273
U,GEORGIA,GA,13,PATTERSON,4250,229
U,GEORGIA,GA,13,PAULDING,,223
U,GEORGIA,GA,13,PAVO,4260,027
U,GEORGIA,GA,13,PAVO,4260,275
U,GEORGIA,GA,13,PAYNE,4270,021
U,GEORGIA,GA,13,PEACH,,225
U,GEORGIA,GA,13,PEACHTREE CITY,4278,113
U,GEORGIA,GA,13,PEARSON,4280,003
U,GEORGIA,GA,13,PELHAM,4290,205
U,GEORGIA,GA,13,PEMBROKE,4300,029
U,GEORGIA,GA,13,PENDERGRASS,4310,157
U,GEORGIA,GA,13,PENFIELD,4320,133
U,GEORGIA,GA,13,PERKINS,4332,165
U,GEORGIA,GA,13,PERRY,4340,153
U,GEORGIA,GA,13,PHILOMATH,4342,221
U,GEORGIA,GA,13,PICKENS,,227
U,GEORGIA,GA,13,PIEDMONT,4350,171
U,GEORGIA,GA,13,PIERCE,,229
U,GEORGIA,GA,13,PIKE,,231
U,GEORGIA,GA,13,PINE LAKE,4370,089
U,GEORGIA,GA,13,PINE LOG,4372,015
U,GEORGIA,GA,13,PINE MOUNTAIN,4375,145
U,GEORGIA,GA,13,PINE MT VALLEY,4376,145
U,GEORGIA,GA,13,PINE PARK,4380,131
U,GEORGIA,GA,13,PINEHURST,4360,093
U,GEORGIA,GA,13,PINEVIEW,4390,315
U,GEORGIA,GA,13,PITTS,4400,315
U,GEORGIA,GA,13,PLAINFIELD,4410,091
U,GEORGIA,GA,13,PLAINS,4420,261
U,GEORGIA,GA,13,PLAINVILLE,4430,129
U,GEORGIA,GA,13,POCATALIGO,4440,195
U,GEORGIA,GA,13,POLK,,233
U,GEORGIA,GA,13,POMONA,4442,255
U,GEORGIA,GA,13,POOLER,4450,051
U,GEORGIA,GA,13,PORT WENTWORTH,4475,051
U,GEORGIA,GA,13,PORTAL,4460,031
U,GEORGIA,GA,13,PORTERDALE,4470,217
U,GEORGIA,GA,13,POULAN,4480,321
U,GEORGIA,GA,13,POWDER SPRINGS,4490,067
U,GEORGIA,GA,13,POWERSVILLE,4492,225
U,GEORGIA,GA,13,PRESTON,4500,307
U,GEORGIA,GA,13,PRIMROSE,4510,199
U,GEORGIA,GA,13,PULASKI,4520,043
U,GEORGIA,GA,13,PULASKI,,235
U,GEORGIA,GA,13,PUTNAM,,237
U,GEORGIA,GA,13,PUTNEY,4524,095
U,GEORGIA,GA,13,QUITMAN,,239
U,GEORGIA,GA,13,QUITMAN,4530,027
U,GEORGIA,GA,13,RABUN,,241
U,GEORGIA,GA,13,RABUN GAP,4534,241
U,GEORGIA,GA,13,RALEIGH,4540,199
U,GEORGIA,GA,13,RANDOLPH,,243
U,GEORGIA,GA,13,RANGER,4550,129
U,GEORGIA,GA,13,RAY CITY,4560,019
U,GEORGIA,GA,13,RAYLE,4563,317
U,GEORGIA,GA,13,RAYMOND,4565,077
U,GEORGIA,GA,13,REBECCA,4570,287
U,GEORGIA,GA,13,RED OAK,4575,121
U,GEORGIA,GA,13,REDAN,4573,089
U,GEORGIA,GA,13,REGISTER,4577,031
U,GEORGIA,GA,13,REIDSVILLE,4580,267
U,GEORGIA,GA,13,REMERTON,4595,185
U,GEORGIA,GA,13,RENO,4590,131
U,GEORGIA,GA,13,RENTZ,4600,175
U,GEORGIA,GA,13,RESACA,4605,129
U,GEORGIA,GA,13,REST HAVEN,4610,135
U,GEORGIA,GA,13,REX,4617,063
U,GEORGIA,GA,13,REYNOLDS,4620,269
U,GEORGIA,GA,13,RHINE,4630,091
U,GEORGIA,GA,13,RICEBORO,4640,179
U,GEORGIA,GA,13,RICHLAND,4650,259
U,GEORGIA,GA,13,RICHMOND,,245
U,GEORGIA,GA,13,RICHMOND HILL,4655,029
U,GEORGIA,GA,13,RIDDLEVILLE,4660,303
U,GEORGIA,GA,13,RINCON,4670,103
U,GEORGIA,GA,13,RINGGOLD,4680,047
U,GEORGIA,GA,13,RISING FAWN,4685,083
U,GEORGIA,GA,13,RIVERDALE,4690,063
U,GEORGIA,GA,13,RIVERSIDE,4700,071
U,GEORGIA,GA,13,ROBERTA,4710,079
U,GEORGIA,GA,13,ROBERTSTOWN,4712,311
U,GEORGIA,GA,13,ROBINS AF BASE,4715,153
U,GEORGIA,GA,13,ROBINSON,4717,265
U,GEORGIA,GA,13,ROCHELLE,4720,315
U,GEORGIA,GA,13,ROCK SPRING,4735,295
U,GEORGIA,GA,13,ROCKDALE,,247
U,GEORGIA,GA,13,ROCKLEDGE,4722,175
U,GEORGIA,GA,13,ROCKMART,4730,233
U,GEORGIA,GA,13,ROCKY FACE,4738,313
U,GEORGIA,GA,13,ROCKY FORD,4740,251
U,GEORGIA,GA,13,ROCKY MOUNT,4750,199
U,GEORGIA,GA,13,ROME,4760,115
U,GEORGIA,GA,13,ROOPVILLE,4770,045
U,GEORGIA,GA,13,ROSSVILLE,4780,295
U,GEORGIA,GA,13,ROSWELL,4790,121
U,GEORGIA,GA,13,ROUND OAK,4795,169
U,GEORGIA,GA,13,ROYSTON,4800,147
U,GEORGIA,GA,13,ROYSTON,4800,119
U,GEORGIA,GA,13,ROYSTON,4800,195
U,GEORGIA,GA,13,RUCKERSVILLE,4810,105
U,GEORGIA,GA,13,RUPERT,4812,269
U,GEORGIA,GA,13,RUSSELL,4820,013
U,GEORGIA,GA,13,RUTLEDGE,4830,211
U,GEORGIA,GA,13,RYDAL,4833,015
U,GEORGIA,GA,13,SAINT GEORGE,4835,049
U,GEORGIA,GA,13,SALE CITY,4870,205
U,GEORGIA,GA,13,SANDERSVILLE,4880,303
U,GEORGIA,GA,13,SANDY SPRINGS,4882,121
U,GEORGIA,GA,13,SAPELO ISLAND,4885,191
U,GEORGIA,GA,13,SARDIS,4890,033
U,GEORGIA,GA,13,SARGENT,4893,077
U,GEORGIA,GA,13,SASSER,4900,273
U,GEORGIA,GA,13,SATOLAH,4902,241
U,GEORGIA,GA,13,SAUTEE NACOOCHEE,4905,311
U,GEORGIA,GA,13,SAVANNAH,4910,051
U,GEORGIA,GA,13,SAVANNAH BEACH,4920,051
U,GEORGIA,GA,13,SCHLEY,,249
U,GEORGIA,GA,13,SCOTLAND,4930,309
U,GEORGIA,GA,13,SCOTLAND,4930,271
U,GEORGIA,GA,13,SCOTT,4940,167
U,GEORGIA,GA,13,SCOTTDALE,4943,089
U,GEORGIA,GA,13,SCREVEN,4950,305
U,GEORGIA,GA,13,SCREVEN,,251
U,GEORGIA,GA,13,SEA ISLAND,4953,127
U,GEORGIA,GA,13,SEMINOLE,,253
U,GEORGIA,GA,13,SENOIA,4960,077
U,GEORGIA,GA,13,SEVILLE,4970,315
U,GEORGIA,GA,13,SHADY DALE,4980,159
U,GEORGIA,GA,13,SHANNON,4990,115
U,GEORGIA,GA,13,SHARON,5000,265
U,GEORGIA,GA,13,SHARPSBURG,5010,077
U,GEORGIA,GA,13,SHELLMAN,5020,243
U,GEORGIA,GA,13,SHENANDOAH,5021,077
U,GEORGIA,GA,13,SHILOH,5023,145
U,GEORGIA,GA,13,SIBERIA,4542,123
U,GEORGIA,GA,13,SILOAM,5030,133
U,GEORGIA,GA,13,SILVER CREEK,5037,115
U,GEORGIA,GA,13,SMARR,5042,207
U,GEORGIA,GA,13,SMITHVILLE,5060,261
U,GEORGIA,GA,13,SMITHVILLE,5060,177
U,GEORGIA,GA,13,SMYRNA,5070,067
U,GEORGIA,GA,13,SNELLVILLE,5080,135
U,GEORGIA,GA,13,SOCIAL CIRCLE,5090,297
U,GEORGIA,GA,13,SOPERTON,5100,283
U,GEORGIA,GA,13,SOUTH DECATUR,5102,089
U,GEORGIA,GA,13,SOUTH NEWPORT,5103,191
U,GEORGIA,GA,13,SPALDING,,255
U,GEORGIA,GA,13,SPARKS,5110,075
U,GEORGIA,GA,13,SPARTA,5120,141
U,GEORGIA,GA,13,SPRING PLACE,5140,213
U,GEORGIA,GA,13,SPRINGFIELD,5130,103
U,GEORGIA,GA,13,SPRINGVALE,5150,243
U,GEORGIA,GA,13,ST. MARKS,4840,199
U,GEORGIA,GA,13,ST. MARYS,4850,039
U,GEORGIA,GA,13,ST. SIMONS ISLAND,4860,127
U,GEORGIA,GA,13,STAPLETON,5160,163
U,GEORGIA,GA,13,STARRSVILLE,5162,217
U,GEORGIA,GA,13,STATENVILLE,5165,101
U,GEORGIA,GA,13,STATESBORO,5170,031
U,GEORGIA,GA,13,STATHAM,5180,013
U,GEORGIA,GA,13,STELLAVILLE,5190,163
U,GEORGIA,GA,13,STEPHENS,5192,221
U,GEORGIA,GA,13,STEPHENS,,257
U,GEORGIA,GA,13,STEVENS POTTERY,5194,009
U,GEORGIA,GA,13,STEWART,,259
U,GEORGIA,GA,13,STILLMORE,5200,107
U,GEORGIA,GA,13,STILLWELL,5196,103
U,GEORGIA,GA,13,STILSON,5204,031
U,GEORGIA,GA,13,STOCKBRIDGE,5210,151
U,GEORGIA,GA,13,STOCKTON,5213,173
U,GEORGIA,GA,13,STONE MOUNTAIN,5220,089
U,GEORGIA,GA,13,STONEWALL,5223,121
U,GEORGIA,GA,13,STOVALL,5224,199
U,GEORGIA,GA,13,SUCHES,5226,291
U,GEORGIA,GA,13,SUGAR HILL,5230,139
U,GEORGIA,GA,13,SUGAR VALLEY,5240,129
U,GEORGIA,GA,13,SUMMERTOWN,5250,107
U,GEORGIA,GA,13,SUMMERVILLE,5260,055
U,GEORGIA,GA,13,SUMNER,5270,321
U,GEORGIA,GA,13,SUMTER,,261
U,GEORGIA,GA,13,SUNNY SIDE,5280,255
U,GEORGIA,GA,13,SURRENCY,5290,001
U,GEORGIA,GA,13,SUWANEE,5300,135
U,GEORGIA,GA,13,SWAINSBORO,5310,107
U,GEORGIA,GA,13,SYCAMORE,5320,287
U,GEORGIA,GA,13,SYLVANIA,5330,251
U,GEORGIA,GA,13,SYLVESTER,5340,321
U,GEORGIA,GA,13,TALBOT,,263
U,GEORGIA,GA,13,TALBOTTON,5350,263
U,GEORGIA,GA,13,TALIAFERRO,,265
U,GEORGIA,GA,13,TALKING ROCK,5360,227
U,GEORGIA,GA,13,TALLAPOOSA,5370,143
U,GEORGIA,GA,13,TALLULAH FALLS,5380,137
U,GEORGIA,GA,13,TALLULAH FALLS,5380,241
U,GEORGIA,GA,13,TALMO,5390,157
U,GEORGIA,GA,13,TARRYTOWN,5400,209
U,GEORGIA,GA,13,TATE,5408,227
U,GEORGIA,GA,13,TATTNALL,,267
U,GEORGIA,GA,13,TAYLOR,,269
U,GEORGIA,GA,13,TAYLORSVILLE,5410,233
U,GEORGIA,GA,13,TAYLORSVILLE,5410,015
U,GEORGIA,GA,13,TAZEWELL,5412,197
U,GEORGIA,GA,13,TELFAIR,,271
U,GEORGIA,GA,13,TEMPLE,5420,045
U,GEORGIA,GA,13,TENNGA,5427,213
U,GEORGIA,GA,13,TENNILLE,5430,303
U,GEORGIA,GA,13,TERRELL,,273
U,GEORGIA,GA,13,THALMANN,5439,127
U,GEORGIA,GA,13,THE ROCK,5440,293
U,GEORGIA,GA,13,THOMAS,,275
U,GEORGIA,GA,13,THOMASTON,5450,293
U,GEORGIA,GA,13,THOMASVILLE,5460,275
U,GEORGIA,GA,13,THOMSON,5470,189
U,GEORGIA,GA,13,THUNDERBOLT,5480,051
U,GEORGIA,GA,13,TIFT,,277
U,GEORGIA,GA,13,TIFTON,5490,277
U,GEORGIA,GA,13,TIGER,5500,241
U,GEORGIA,GA,13,TIGNALL,5510,317
U,GEORGIA,GA,13,TILTON,5520,313
U,GEORGIA,GA,13,TOCCOA,5530,257
U,GEORGIA,GA,13,TOCCOA FALLS,5532,257
U,GEORGIA,GA,13,TOOMBS,,279
U,GEORGIA,GA,13,TOOMSBORO,5540,319
U,GEORGIA,GA,13,TOWNS,5550,271
U,GEORGIA,GA,13,TOWNS,,281
U,GEORGIA,GA,13,TOWNSEND,5555,191
U,GEORGIA,GA,13,TRENTON,5560,083
U,GEORGIA,GA,13,TREUTLEN,,283
U,GEORGIA,GA,13,TRION,5570,055
U,GEORGIA,GA,13,TROUP,,285
U,GEORGIA,GA,13,TUCKER,5580,089
U,GEORGIA,GA,13,TUNNEL HILL,5587,313
U,GEORGIA,GA,13,TURIN,5590,077
U,GEORGIA,GA,13,TURNER,,287
U,GEORGIA,GA,13,TURNER AFB,5595,095
U,GEORGIA,GA,13,TURNERVILLE,5597,137
U,GEORGIA,GA,13,TWIGGS,,289
U,GEORGIA,GA,13,TWIN CITY,5600,107
U,GEORGIA,GA,13,TY TY,5620,277
U,GEORGIA,GA,13,TYBEE ISLAND,5605,051
U,GEORGIA,GA,13,TYRONE,5610,113
U,GEORGIA,GA,13,UNADILLA,5630,093
U,GEORGIA,GA,13,UNION,,291
U,GEORGIA,GA,13,UNION CITY,5640,121
U,GEORGIA,GA,13,UNION POINT,5650,133
U,GEORGIA,GA,13,UNIONVILLE,5660,277
U,GEORGIA,GA,13,UNKNOWN,9999,127
U,GEORGIA,GA,13,UNKNOWN,9999,047
U,GEORGIA,GA,13,UNKNOWN,9999,129
U,GEORGIA,GA,13,UNKNOWN,9999,131
U,GEORGIA,GA,13,UNKNOWN,9999,051
U,GEORGIA,GA,13,UNKNOWN,9999,133
U,GEORGIA,GA,13,UNKNOWN,9999,053
U,GEORGIA,GA,13,UNKNOWN,9999,055
U,GEORGIA,GA,13,UNKNOWN,9999,137
U,GEORGIA,GA,13,UNKNOWN,9999,057
U,GEORGIA,GA,13,UNKNOWN,9999,139
U,GEORGIA,GA,13,UNKNOWN,9999,059
U,GEORGIA,GA,13,UNKNOWN,9999,075
U,GEORGIA,GA,13,UNKNOWN,9999,077
U,GEORGIA,GA,13,UNKNOWN,9999,079
U,GEORGIA,GA,13,UNKNOWN,9999,081
U,GEORGIA,GA,13,UNKNOWN,9999,001
U,GEORGIA,GA,13,UNKNOWN,9999,083
U,GEORGIA,GA,13,UNKNOWN,9999,003
U,GEORGIA,GA,13,UNKNOWN,9999,085
U,GEORGIA,GA,13,UNKNOWN,9999,005
U,GEORGIA,GA,13,UNKNOWN,9999,087
U,GEORGIA,GA,13,UNKNOWN,9999,007
U,GEORGIA,GA,13,UNKNOWN,9999,091
U,GEORGIA,GA,13,UNKNOWN,9999,009
U,GEORGIA,GA,13,UNKNOWN,9999,093
U,GEORGIA,GA,13,UNKNOWN,9999,011
U,GEORGIA,GA,13,UNKNOWN,9999,095
U,GEORGIA,GA,13,UNKNOWN,9999,013
U,GEORGIA,GA,13,UNKNOWN,9999,097
U,GEORGIA,GA,13,UNKNOWN,9999,015
U,GEORGIA,GA,13,UNKNOWN,9999,099
U,GEORGIA,GA,13,UNKNOWN,9999,017
U,GEORGIA,GA,13,UNKNOWN,9999,101
U,GEORGIA,GA,13,UNKNOWN,9999,019
U,GEORGIA,GA,13,UNKNOWN,9999,103
U,GEORGIA,GA,13,UNKNOWN,,999
U,GEORGIA,GA,13,UNKNOWN,9999,071
U,GEORGIA,GA,13,UNKNOWN,9999,153
U,GEORGIA,GA,13,UNKNOWN,9999,073
U,GEORGIA,GA,13,UNKNOWN,9999,155
U,GEORGIA,GA,13,UNKNOWN,9999,157
U,GEORGIA,GA,13,UNKNOWN,9999,239
U,GEORGIA,GA,13,UNKNOWN,9999,319
U,GEORGIA,GA,13,UNKNOWN,9999,159
U,GEORGIA,GA,13,UNKNOWN,9999,321
U,GEORGIA,GA,13,UNKNOWN,9999,161
U,GEORGIA,GA,13,UNKNOWN,9999,243
U,GEORGIA,GA,13,UNKNOWN,9999,999
U,GEORGIA,GA,13,UNKNOWN,9999,163
U,GEORGIA,GA,13,UNKNOWN,9999,245
U,GEORGIA,GA,13,UNKNOWN,9999,165
U,GEORGIA,GA,13,UNKNOWN,9999,247
U,GEORGIA,GA,13,UNKNOWN,9999,167
U,GEORGIA,GA,13,UNKNOWN,9999,249
U,GEORGIA,GA,13,UNKNOWN,9999,169
U,GEORGIA,GA,13,UNKNOWN,9999,251
U,GEORGIA,GA,13,UNKNOWN,9999,171
U,GEORGIA,GA,13,UNKNOWN,9999,253
U,GEORGIA,GA,13,UNKNOWN,9999,255
U,GEORGIA,GA,13,UNKNOWN,9999,175
U,GEORGIA,GA,13,UNKNOWN,9999,177
U,GEORGIA,GA,13,UNKNOWN,9999,259
U,GEORGIA,GA,13,UNKNOWN,9999,179
U,GEORGIA,GA,13,UNKNOWN,9999,261
U,GEORGIA,GA,13,UNKNOWN,9999,181
U,GEORGIA,GA,13,UNKNOWN,9999,183
U,GEORGIA,GA,13,UNKNOWN,9999,265
U,GEORGIA,GA,13,UNKNOWN,9999,185
U,GEORGIA,GA,13,UNKNOWN,9999,267
U,GEORGIA,GA,13,UNKNOWN,9999,269
U,GEORGIA,GA,13,UNKNOWN,9999,189
U,GEORGIA,GA,13,UNKNOWN,9999,271
U,GEORGIA,GA,13,UNKNOWN,9999,273
U,GEORGIA,GA,13,UNKNOWN,9999,275
U,GEORGIA,GA,13,UNKNOWN,9999,195
U,GEORGIA,GA,13,UNKNOWN,9999,277
U,GEORGIA,GA,13,UNKNOWN,9999,197
U,GEORGIA,GA,13,UNKNOWN,9999,021
U,GEORGIA,GA,13,UNKNOWN,9999,105
U,GEORGIA,GA,13,UNKNOWN,9999,023
U,GEORGIA,GA,13,UNKNOWN,9999,107
U,GEORGIA,GA,13,UNKNOWN,9999,025
U,GEORGIA,GA,13,UNKNOWN,9999,109
U,GEORGIA,GA,13,UNKNOWN,9999,027
U,GEORGIA,GA,13,UNKNOWN,9999,111
U,GEORGIA,GA,13,UNKNOWN,9999,029
U,GEORGIA,GA,13,UNKNOWN,9999,113
U,GEORGIA,GA,13,UNKNOWN,9999,031
U,GEORGIA,GA,13,UNKNOWN,9999,115
U,GEORGIA,GA,13,UNKNOWN,9999,033
U,GEORGIA,GA,13,UNKNOWN,9999,117
U,GEORGIA,GA,13,UNKNOWN,9999,119
U,GEORGIA,GA,13,UNKNOWN,9999,037
U,GEORGIA,GA,13,UNKNOWN,9999,121
U,GEORGIA,GA,13,UNKNOWN,9999,039
U,GEORGIA,GA,13,UNKNOWN,9999,123
U,GEORGIA,GA,13,UNKNOWN,9999,125
U,GEORGIA,GA,13,UNKNOWN,9999,045
U,GEORGIA,GA,13,UNKNOWN,9999,135
U,GEORGIA,GA,13,UNKNOWN,9999,061
U,GEORGIA,GA,13,UNKNOWN,9999,241
U,GEORGIA,GA,13,UNKNOWN,9999,173
U,GEORGIA,GA,13,UNKNOWN,9999,191
U,GEORGIA,GA,13,UNKNOWN,9999,213
U,GEORGIA,GA,13,UNKNOWN,9999,307
U,GEORGIA,GA,13,UNKNOWN,9999,279
U,GEORGIA,GA,13,UNKNOWN,9999,281
U,GEORGIA,GA,13,UNKNOWN,9999,201
U,GEORGIA,GA,13,UNKNOWN,9999,283
U,GEORGIA,GA,13,UNKNOWN,9999,205
U,GEORGIA,GA,13,UNKNOWN,9999,285
U,GEORGIA,GA,13,UNKNOWN,9999,287
U,GEORGIA,GA,13,UNKNOWN,9999,209
U,GEORGIA,GA,13,UNKNOWN,9999,289
U,GEORGIA,GA,13,UNKNOWN,9999,211
U,GEORGIA,GA,13,UNKNOWN,9999,291
U,GEORGIA,GA,13,UNKNOWN,9999,293
U,GEORGIA,GA,13,UNKNOWN,9999,215
U,GEORGIA,GA,13,UNKNOWN,9999,295
U,GEORGIA,GA,13,UNKNOWN,9999,217
U,GEORGIA,GA,13,UNKNOWN,9999,297
U,GEORGIA,GA,13,UNKNOWN,9999,219
U,GEORGIA,GA,13,UNKNOWN,9999,299
U,GEORGIA,GA,13,UNKNOWN,9999,221
U,GEORGIA,GA,13,UNKNOWN,9999,301
U,GEORGIA,GA,13,UNKNOWN,9999,223
U,GEORGIA,GA,13,UNKNOWN,9999,303
U,GEORGIA,GA,13,UNKNOWN,9999,225
U,GEORGIA,GA,13,UNKNOWN,9999,305
U,GEORGIA,GA,13,UNKNOWN,9999,227
U,GEORGIA,GA,13,UNKNOWN,9999,229
U,GEORGIA,GA,13,UNKNOWN,9999,309
U,GEORGIA,GA,13,UNKNOWN,9999,231
U,GEORGIA,GA,13,UNKNOWN,9999,311
U,GEORGIA,GA,13,UNKNOWN,9999,233
U,GEORGIA,GA,13,UNKNOWN,9999,313
U,GEORGIA,GA,13,UNKNOWN,9999,235
U,GEORGIA,GA,13,UNKNOWN,9999,315
U,GEORGIA,GA,13,UNKNOWN,9999,237
U,GEORGIA,GA,13,UNKNOWN,9999,317
U,GEORGIA,GA,13,UNKNOWN,9999,035
U,GEORGIA,GA,13,UNKNOWN,9999,043
U,GEORGIA,GA,13,UNKNOWN,9999,049
U,GEORGIA,GA,13,UNKNOWN,9999,257
U,GEORGIA,GA,13,UNKNOWN,9999,263
U,GEORGIA,GA,13,UNKNOWN,9999,187
U,GEORGIA,GA,13,UNKNOWN,9999,193
U,GEORGIA,GA,13,UNKNOWN,9999,199
U,GEORGIA,GA,13,UNKNOWN,9999,207
U,GEORGIA,GA,13,UNKNOWN,9999,141
U,GEORGIA,GA,13,UNKNOWN,9999,143
U,GEORGIA,GA,13,UNKNOWN,9999,063
U,GEORGIA,GA,13,UNKNOWN,9999,145
U,GEORGIA,GA,13,UNKNOWN,9999,065
U,GEORGIA,GA,13,UNKNOWN,9999,147
U,GEORGIA,GA,13,UNKNOWN,9999,067
U,GEORGIA,GA,13,UNKNOWN,9999,149
U,GEORGIA,GA,13,UNKNOWN,9999,069
U,GEORGIA,GA,13,UNKNOWN,9999,151
U,GEORGIA,GA,13,UPSON,,293
U,GEORGIA,GA,13,UVALDA,5670,209
U,GEORGIA,GA,13,VALDOSTA,5680,185
U,GEORGIA,GA,13,VALONA,5682,191
U,GEORGIA,GA,13,VANNA,5690,147
U,GEORGIA,GA,13,VARNELL,5692,313
U,GEORGIA,GA,13,VERNONBURG,5696,051
U,GEORGIA,GA,13,VIDALIA,5700,279
U,GEORGIA,GA,13,VIDETTE,5710,033
U,GEORGIA,GA,13,VIENNA,5720,093
U,GEORGIA,GA,13,VILLA RICA,5730,097
U,GEORGIA,GA,13,VILLA RICA,5730,045
U,GEORGIA,GA,13,VININGS,5732,067
U,GEORGIA,GA,13,WACO,5740,143
U,GEORGIA,GA,13,WADLEY,5750,163
U,GEORGIA,GA,13,WALESKA,5760,057
U,GEORGIA,GA,13,WALKER,,295
U,GEORGIA,GA,13,WALNUTGROVE,5770,297
U,GEORGIA,GA,13,WALTHOURVILLE,5772,179
U,GEORGIA,GA,13,WALTON,,297
U,GEORGIA,GA,13,WARE,,299
U,GEORGIA,GA,13,WARESBORO,5774,299
U,GEORGIA,GA,13,WARM SPRINGS,5780,199
U,GEORGIA,GA,13,WARNER ROBINS,5790,153
U,GEORGIA,GA,13,WARREN,,301
U,GEORGIA,GA,13,WARRENTON,5800,301
U,GEORGIA,GA,13,WARTHEN,5805,303
U,GEORGIA,GA,13,WARWICK,5810,321
U,GEORGIA,GA,13,WASHINGTON,,303
U,GEORGIA,GA,13,WASHINGTON,5820,317
U,GEORGIA,GA,13,WATKINSVILLE,5830,219
U,GEORGIA,GA,13,WAVERLY,5839,039
U,GEORGIA,GA,13,WAVERLY HALL,5840,145
U,GEORGIA,GA,13,WAYCROSS,5850,299
U,GEORGIA,GA,13,WAYNE,,305
U,GEORGIA,GA,13,WAYNESBORO,5860,033
U,GEORGIA,GA,13,WAYNESVILLE,5862,025
U,GEORGIA,GA,13,WAYSIDE,5865,169
U,GEORGIA,GA,13,WEBSTER,,307
U,GEORGIA,GA,13,WESLEY,5870,107
U,GEORGIA,GA,13,WEST GREEN,5872,069
U,GEORGIA,GA,13,WEST POINT,5890,285
U,GEORGIA,GA,13,WEST POINT,5890,145
U,GEORGIA,GA,13,WESTON,5880,307
U,GEORGIA,GA,13,WHEELER,,309
U,GEORGIA,GA,13,WHIGHAM,5900,131
U,GEORGIA,GA,13,WHITE,,311
U,GEORGIA,GA,13,WHITE,5910,015
U,GEORGIA,GA,13,WHITE OAK,5925,039
U,GEORGIA,GA,13,WHITE PLAINS,5930,133
U,GEORGIA,GA,13,WHITE STONE,5945,123
U,GEORGIA,GA,13,WHITEHALL,5920,059
U,GEORGIA,GA,13,WHITESBURG,5935,045
U,GEORGIA,GA,13,WHITFIELD,,313
U,GEORGIA,GA,13,WILCOX,,315
U,GEORGIA,GA,13,WILDWOOD,5956,083
U,GEORGIA,GA,13,WILEY,5957,241
U,GEORGIA,GA,13,WILKES,,317
U,GEORGIA,GA,13,WILKINSON,,319
U,GEORGIA,GA,13,WILLACOOCHEE,5960,003
U,GEORGIA,GA,13,WILLIAMSON,5970,231
U,GEORGIA,GA,13,WINDER,5980,013
U,GEORGIA,GA,13,WINSTON,5990,097
U,GEORGIA,GA,13,WINTERVILLE,6000,059
U,GEORGIA,GA,13,WOODBINE,6010,039
U,GEORGIA,GA,13,WOODBURY,6020,199
U,GEORGIA,GA,13,WOODLAND,6030,263
U,GEORGIA,GA,13,WOODSTOCK,6040,057
U,GEORGIA,GA,13,WOODVILLE,6050,133
U,GEORGIA,GA,13,WOOLSEY,6060,113
U,GEORGIA,GA,13,WORTH,,321
U,GEORGIA,GA,13,WRAY,6062,155
U,GEORGIA,GA,13,WRENS,6070,163
U,GEORGIA,GA,13,WRIGHTSVILLE,6080,167
U,GEORGIA,GA,13,YATESVILLE,6090,293
U,GEORGIA,GA,13,YOUNG HARRIS,6100,281
U,GEORGIA,GA,13,ZEBULON,6110,231
U,HAWAII,HI,15,AIEA,0100,003
