23,8.27E+17, Wed Feb 01 03:01:02 +0000 2017,1.49E+12, @nessalamode  strength tylenol and also call them tomorrow to let them know and see what they say about it. like i said  i havent ,  tylenol,2517011701, Lautncr, before you came around  i was lost and out of place.. youre the only love i found  @devincliver. |6716 7716 92116 102116|married to devin| 21rp,0,0,317, Honeymoon with my husband!, None
28,8.27E+17, Wed Feb 01 03:10:27 +0000 2017,1.49E+12, i see a tylenol headache in this music teachers near future but it will sound like music in no time.  wjmproud ,  tylenol,2617401294, WJMitchellES, this is the official twitter page of wmes.  all tweets and retweets by principal sabrina robinsontaylor. we are wjmproud,0,0,346, La Plata: MD, None
29,8.27E+17, Wed Feb 01 03:10:28 +0000 2017,1.49E+12, @nessalamode  done. and they know im allergic to aspirin and amoxicillin  so they gave me this because its supposed to be tylenol ,  tylenol,2517011701, Lautncr, before you came around  i was lost and out of place.. youre the only love i found  @devincliver. |6716 7716 92116 102116|married to devin| 21rp,0,0,317, Honeymoon with my husband!, None
39,8.27E+17, Wed Feb 01 03:28:04 +0000 2017,1.49E+12, @devincliver  two tylenol thatll be enough then maybe just go down to taking one.,  tylenol,2517011701, Lautncr, before you came around  i was lost and out of place.. youre the only love i found  @devincliver. |6716 7716 92116 102116|married to devin| 21rp,0,0,317, Honeymoon with my husband!, None
83,8.27E+17, Wed Feb 01 05:01:57 +0000 2017,1.49E+12, @youngdems4trump @danneskjold16 let us not forget unvetted syrians  possible killers serving coffee. remember cyanide in tylenol drink up,  tylenol,7.21E+17, SONS_4_LIBERTY, freedom wasnt free  it cost many lives our battle cry  no trumpno vote our right 2 vote is more important than a single election stay the course,0,0,2278, NEW YORK: USA, None
97,8.27E+17, Wed Feb 01 05:52:30 +0000 2017,1.49E+12, my night consists of tylenol pm and box of tissues bc i cant seem to stop sneezing,  tylenol,498199621, Tessaressa12, none,0,0,513, Pittsfield: MA, None
114,8.27E+17, Wed Feb 01 08:15:10 +0000 2017,1.49E+12, its been a while since ive woken up in the middle of the night feeling sick with a headache. hopefully it goes away with tylenol.,  tylenol,400809030, AshZification, lpn  mom to 2 cats  chocolate snob. i have a blog where i say stuff.      ,0,0,993, Newark: NY, None
126,8.27E+17, Wed Feb 01 10:04:56 +0000 2017,1.49E+12, that tylenol wore off my mouth back on some shit again imma jus go make my appt ,  tylenol,423210464, dasaimom, dasai  asiyah,0,0,568, None, None
138,8.27E+17, Wed Feb 01 12:28:32 +0000 2017,1.49E+12, ibuprofen amp tylenol my bf rn ,  tylenol,1582484838, emariesantellan, none,0,0,282, None, None
152,8.27E+17, Wed Feb 01 15:59:45 +0000 2017,1.49E+12, i need tylenol amp pho now ,  tylenol,204176796, jessicamariee90, where love exists  love can conquer. ,0,0,297, Dallas: TX , None
157,8.27E+17, Wed Feb 01 16:20:03 +0000 2017,1.49E+12, well  were settled into our second home. fever was 102.9 this morning. he feels ok when tylenol kicks in. cancersucks jasperstrong ,  tylenol,392352266, Jrlmomma, my husband is my rock  my son is my hero. we are jasperstrong dontgiveup wefight,0,0,90, Greenwood: IN, None
171,8.27E+17, Wed Feb 01 16:58:58 +0000 2017,1.49E+12, im the person that has to cut a tylenol in half its so strong but last night i took a whole motrin 500  my body is on fire rn,  tylenol,31181487, JaydesCakeAbs, wake up an optimist and aim for lifes jugular. im a multiplatinum tweeting artist and pottymouthed baker. blm scjaydestamm,0,0,391, Lompoc: CA, None
174,8.27E+17, Wed Feb 01 17:07:20 +0000 2017,1.49E+12, @allis0nr excedrin  tylenol extra strength,  tylenol,2808324241, jena_warren, as lost as alice  as mad as the hatter,0,0,619, soon â€°Â Ã_ Louisiana , None
186,8.27E+17, Wed Feb 01 17:37:28 +0000 2017,1.49E+12, break your hand and your doctor going to try to flood you with tylenol threes,  tylenol,634272472, nickinotbarbie, you know i keep it super real  realer then most of em. im all his @kingsavage989 ,0,0,340, jean jackets & pink fur coats, None
189,8.27E+17, Wed Feb 01 17:44:55 +0000 2017,1.49E+12, flippin off the cops while im leaping a wall  take a bottle of tylenol then fall asleep in the mall,  tylenol,374220888, soulohendrix,3018,0,0,68, None, None
197,8.27E+17, Wed Feb 01 18:13:33 +0000 2017,1.49E+12, omg sudden overwhelming headache...go away. i have taken 2 tylenol  hopefully that helps. c,  tylenol,60451120, Nanook1234, cartoonistsettlement coordinator,0,0,628, Baltimore: MD , None
200,8.27E+17, Wed Feb 01 18:30:02 +0000 2017,1.49E+12, i replied that i have taken tylenol pm a few times in my life ,  tylenol,2624025279, Flufferrocks, fluffer has taken a blood oath to serve up an oozing dose of ear herpes hard rock done tongue in your cheek just like the restraining order states. party on,0,0,4999, Seattle, None
243,8.27E+17, Thu Feb 02 00:14:01 +0000 2017,1.49E+12, i always thought that if i ruined my liver it would be from doing something fun  not from taking a bunch of tylenol ,  tylenol,17175700, ericamarlene, bibliophile. hufflepuff. space junkie.,0,0,282, Florida, None
247,8.27E+17, Thu Feb 02 00:20:43 +0000 2017,1.49E+12, @sirwillalot but tylenol will hurt that new liver. you clearly dont take this seriously. transplant denied.,  tylenol,24489672, BeezTheBoss, all i need is coffee and a plan.,0,0,35, Oklahoma City: OK, None
