0,8.27E+17, Tue Jan 31 22:09:41 +0000 2017,1.49E+12, my head is pounding. that nap and ibuprofen isnt working,  ibuprofen,320401802, Redbird_B, the world will break your heart 10 ways to sunday.,0,0,345, None, None
2,8.27E+17, Tue Jan 31 22:10:37 +0000 2017,1.49E+12, @kraftykrause you got it  my whole back was a six hour session. eat a big breakfast bring a ton of water and take an ibuprofen,  ibuprofen,484473610, sagethesiren, live and let live  love and let love.,0,0,1034, with Jer, None
5,8.27E+17, Tue Jan 31 22:19:42 +0000 2017,1.49E+12, @kaashauer great  now i need ibuprofen. thanks kyle.,  ibuprofen,71856410, BadgerNoonan, contributor at   with a weekly column at ,0,0,1028, Chicago, None
15,8.27E+17, Wed Feb 01 02:49:15 +0000 2017,1.49E+12, the only time i get sick is when every single medicine i have with me is expired. also realized the ibuprofen i sometimes take expired 114.,  ibuprofen,389188170, teleabedelia, dh school  kc,0,0,238, LBK, None
16,8.27E+17, Wed Feb 01 02:52:17 +0000 2017,1.49E+12, i always gotta stay with ibuprofen because these damn headaches ,  ibuprofen,80391841, CedessDoe, classic me always. makeup lover. blm. | ,0,0,577, NorCal, None
17,8.27E+17, Wed Feb 01 02:53:02 +0000 2017,1.49E+12, i need some strong ibuprofen or tremadollllllllsssss asap ,  ibuprofen,2922995299, kbellllll, arg 20. sckarisarenee,0,0,356, San Antonio: TX, None
35,8.27E+17, Wed Feb 01 03:21:08 +0000 2017,1.49E+12, hot showers are like ibuprofen for me.,  ibuprofen,38337754, MarieNatasha99, so modern yet so old school.........marie  instagram  marienatashamyway,0,0,128, The land of the OBAMA's  , None
59,8.27E+17, Wed Feb 01 04:18:44 +0000 2017,1.49E+12, told my brother to bring me ibuprofen amp he bring me the childs oral one thats bubbled gum flavored im not 7,  ibuprofen,1155725203, ara_venegas, knowledge is power june2 2017,0,0,217, Texas: USA, None
85,8.27E+17, Wed Feb 01 05:10:38 +0000 2017,1.49E+12, a few hits  ibuprofen  and a shower bruh cant get any betterrrr,  ibuprofen,1564200236, Droppedtheblunt, im livin | spursnation |  | 1997 |  yagirlmika,0,0,165, Austin: TX, None
103,8.27E+17, Wed Feb 01 06:47:22 +0000 2017,1.49E+12, someone bring me ibuprofen and a gatorade,  ibuprofen,2968101488, NSNYDER0824, blessed,0,0,321, None, None
112,8.27E+17, Wed Feb 01 08:05:09 +0000 2017,1.49E+12, i think my blood is 100 composed of ibuprofen,  ibuprofen,2352571086, carlyforniax, ,0,0,288, British Columbia , None
121,8.27E+17, Wed Feb 01 09:40:24 +0000 2017,1.49E+12, my brother brought me oreos amp ibuprofen so i cried because i was dying in bed.,  ibuprofen,1688711317, brittnaybitch3, baby im magic  taaadaaa ,0,0,331, None, None
128,8.27E+17, Wed Feb 01 10:22:02 +0000 2017,1.49E+12, my head is screaming. im taking more than the recommend amount of ibuprofen and going to bed. goodnight all. ,  ibuprofen,51495770, cooldude_x3, snapchatter  gamer  5miles seller. instagram @cooldudex3 snapchat @cooldudex3,0,0,614, Texas: USA, None
