33,8.27E+17, Wed Feb 01 03:17:09 +0000 2017,1.49E+12, make antidotes to narcotics and pharma for old folks expensive to cull the herd of junkiesold people ,  narcotic,223009099, bucwaas, nephrologist. super bullish on people and humanity. bearish on corrupt exploitive institutions,0,0,627, Texas: USA, None
37,8.27E+17, Wed Feb 01 03:25:17 +0000 2017,1.49E+12, supplying narcotics that get people high ,  narcotic,8.14E+17, Mikefrom24thst, ima knockout artist. boxer,0,0,73, the masjid , None
44,8.27E+17, Wed Feb 01 03:33:25 +0000 2017,1.49E+12, @swggrkllr i am on narcotics so  i might be slow on the uptake. what do you mean by your comment i might just be slow,  narcotic,7.83E+17, 50MaDeuce, none,0,0,233, New England , None
64,8.27E+17, Wed Feb 01 04:24:17 +0000 2017,1.49E+12, imagine owl man kicking down the door to your dope house shooting the place up and dumpin all the narcotics into the puget sound,  narcotic,557188332, PierceSatori, je spreekt of je leest,0,0,102, Ik ben in de stad, None
86,8.27E+17, Wed Feb 01 05:14:35 +0000 2017,1.49E+12, @evien can you do it with wine or perhaps hard narcotics,  narcotic,1175321, MissySB, they were all in love with dyingthey were drinking from a fountain that was falling like an avalanchecoming down the mountain,0,0,1514, The Uncanny Valley, None
87,8.27E+17, Wed Feb 01 05:26:40 +0000 2017,1.49E+12, slang a buncha narcotics,  narcotic,1409475386, kyrussb, bobby johnson iii,0,0,413, Stockton: CA, None
164,8.27E+17, Wed Feb 01 16:44:34 +0000 2017,1.49E+12, @potus dea part of executive branchtell dea declassify cbd oil from classi narcotic kids need 4 seizures bigpharma has controlled dea yrs,  narcotic,33930479, gramps97, none,0,0,1672, None, None
277,8.27E+17, Thu Feb 02 01:58:48 +0000 2017,1.49E+12, k news  jean smith working artist the moving pictures and tyvek at dub narcotic k buttons ,  narcotic,59625694, K_recs, exploding the teenage underground into passionate revolt against the corporate ogre worldwide since 1982.,0,0,317, Olympia: Wash.: U.S.A., None
280,8.27E+17, Thu Feb 02 02:11:24 +0000 2017,1.49E+12, take your tax money and invest in narcotics win win situation ,  narcotic,214671900, MrNorfolkCity28, bitch  please,0,0,552, TRAP!, None
425,8.27E+17, Thu Feb 02 14:42:56 +0000 2017,1.49E+12, teacher just said  next time they transfer me a student from colorado they need to tell him to bring some  narcotics  with him  ,  narcotic,3319293280, kamxdkam, none,0,0,455, Carson va, None
428,8.27E+17, Thu Feb 02 14:59:23 +0000 2017,1.49E+12, @chengjdmd was it a narcotic  because pharmacy would never believe you,  narcotic,60401324, Bacon_n_Leggs, oif vetpurple heart. leoarmy officer wife. mom of 2 boys  combat vet  trauma nurse ironman finisher. you cant scare me. gobills buckeyenation teamrwbroc,0,0,112, Rochester NY, None
471,8.27E+17, Thu Feb 02 16:25:35 +0000 2017,1.49E+12, im in career trouble. cant decide what to do with my life crime scene investigator  correction officer or narcotic officercriminaljust,  narcotic,4919321473, LeetaMHyatt, new person  new body  new life,0,0,58, None, None
17,8.40E+17, Fri Mar 10 01:41:50 +0000 2017,1.49E+12, i dont drink these days. im allergic to alcohol and narcotics. ill break out of handcuffs.   robert downey  jr.,  narcotic,7.80E+17, LNess101, |photography kim seok jin  |btskpop based  random stuff..|                  i love photography,0,0,75, City of Tears:USA, None
40,8.40E+17, Fri Mar 10 02:31:25 +0000 2017,1.49E+12, its a drug it aint a narcotic tho ,  narcotic,7.80E+17, aw_mane, a young pablo escobar @davinci901,0,0,103, Memphis: TN, None
103,8.40E+17, Fri Mar 10 04:01:17 +0000 2017,1.49E+12, i love the savory flavor of gluten free bread but i hate when it taste like narcotics. liz always tells me to stop eating bread,  narcotic,317505150, AmbGIMMIEmoore, pizza lover with a gypsy soul,0,0,452, None, None
151,8.40E+17, Fri Mar 10 06:01:25 +0000 2017,1.49E+12, 3717 907am rpt of poss drunk male at go gas. sprole  james arrested ouiliquor amp drugs  child endagerment amp poss of narcotics,  narcotic,69417164, BwtrPolice, the following twitter feed are excerpts taken from the bridgewater police daily log. . in case of emergency please call 911  page not monitored 247.,0,0,1, Bridgewater Massachusetts, None
154,8.40E+17, Fri Mar 10 06:09:49 +0000 2017,1.49E+12, wtf my new next door neighbors they think i sale narcotics just because i look like mexican yall think im a drug dealer  fuck yall.,  narcotic,1201865888, torresjrf, golf academy of america alumni class 2015,0,0,260, Madrid: Spain, None
185,8.40E+17, Fri Mar 10 11:16:20 +0000 2017,1.49E+12, the biggest takeaway from the law test today ok bureau of narcotics can lease a seaplane ,  narcotic,357276947, emma_leffler, swosu p3.2  phi delta chialpha omega  researcher  leader  coach  actress             come see my poster @ apha 2017,0,0,453, ~On Broadway~ or OK or TX, None
189,8.40E+17, Fri Mar 10 11:51:24 +0000 2017,1.49E+12, never forget detective luis lopez eow 3101993 shot @nypd120pct manhattan south tactical narcotics team ,  narcotic,2345624612, GuardiansNYPD, founded in 1943. an official fraternal organization representing african american mos  civilians of the nypd  guardianstrong,0,0,408, New York: NY, None
223,8.40E+17, Fri Mar 10 14:43:00 +0000 2017,1.49E+12, 1st time i heard a soda being referred to as pop when i had moved to mn  i thought someone was offering me narcotics  and it was slang.,  narcotic,80468102, shumad1, obscenely lucky husband of @kkshu76. proud father of four beautiful girls  fsu alum  comic book dude  a grader of tweets  sarcasticus americanus.,0,0,1616, Fort Lauderdale: FL, None
242,8.40E+17, Fri Mar 10 15:39:04 +0000 2017,1.49E+12, .@schdypolice swat team raided irving street home wednesday  found 7 500 worth of narcotic drugs  arrested 6 people ,  narcotic,628996868, emilysmasters, a.m. breaking news reporter covering cops  courts and fire calls for @timesunion. @ithacacollege alum. traveler. tea lover. multimedia reporter.,0,0,381, Albany: NY, None
246,8.40E+17, Fri Mar 10 15:48:47 +0000 2017,1.49E+12, see our latest newbrighton  mn job and click to apply pharmacy technician  narcotics room   healthcare,  narcotic,21680580, tmj_msp_health, follow this account for geotargeted healthcare job tweets in st. paul  mn. need help tweet us at @careerarc,0,0,304, St. Paul: MN, {'coordinates': [45.0655212: -93.2018908]: 'type': 'Point'}
268,8.40E+17, Fri Mar 10 16:43:21 +0000 2017,1.49E+12, i write almost no prescriptions for narcotics. and my patients are comfortable.  via @phillyhealthsci,  narcotic,16175440, Lisa1337, blessed w 2 beautiful children  gavin  abigail  3 furry dogs hailey  kipper  lulu life is good love inspiration spiritual  ,0,0,3198, South Florida, None
295,8.40E+17, Fri Mar 10 18:21:48 +0000 2017,1.49E+12, .@spillerscharlie spoke to @rotarylp regarding his book about his time as an undercover narcotics agent. @lpnews1898 ,  narcotic,355695243, mchughdavid41, publisher  the livingston parish news | agentnotary public  3rd coast realty | lsu fan | sports enthusiast | gamer | reader | luprecal,0,0,1647, Lewsiana, None
316,8.40E+17, Fri Mar 10 19:26:56 +0000 2017,1.49E+12, psa i do not fuck w any narcotic drug i do not want nor do not know anyone who needs xans,  narcotic,39567284, __shawTAYY,  rest in peace emmett edwards |||| @bonquequeen idk her bio is pretty relevant ||lunatic,0,0,636, Tennessee: USA, None
403,8.40E+17, Fri Mar 10 23:21:31 +0000 2017,1.49E+12, denzel washington said it best in training day to be a good narcotic officer  you must first use narcotics ,  narcotic,538575945, JoydeJoe, i do it for the woman on my necklace. nobodyssafe whenitreigns,0,0,879, VA Confidential , None
444,8.40E+17, Sat Mar 11 01:53:02 +0000 2017,1.49E+12, psa there is a 0 chance that a pharmacy will fill a script for a narcotic written in 12 in blue marker and 12 in black pen. sorry.,  narcotic,715344475, NdiaBurton, none,0,0,331, äó¢AZ State äÖó¥Ÿäó¢ ATLien, None
454,8.40E+17, Sat Mar 11 02:04:43 +0000 2017,1.49E+12, @isiswhitehead tons of money was made on narcotics by drug companies. patients found mds that would write rxs for them  rinse  repeat.,  narcotic,252998438, Expurg8d, contigo ergo sum,0,0,31, sacramento california, None
456,8.40E+17, Sat Mar 11 02:05:57 +0000 2017,1.49E+12, @chrislhayes had my appendix out 3 wks ago. narcotics did not help wpain  just made me not care as much.  what did helptylenol,  narcotic,2842287423, grayson_susan, recently retired from healthcare,0,0,173, San Diego: CA, None
