1282,8.41E+17, Mon Mar 13 16:59:05 +0000 2017,1.49E+12, when i woke up  i told my dr that i couldnt have hydrocodine cause it makes me sick but i was gonna sell it... why am i like this,  hydrocodine,814247431, alayna_mccalley, uni 19,0,0,388, CF, None
933,8.46E+17, Sat Mar 25 09:48:14 +0000 2017,1.49E+12, when you take 3 advil but you actually shouldve just taken one hydrocodine and been done with it. ,  hydrocodine,1108168290, oh_livyVong, ferris bueller  youre my hero,0,0,395, None, None
25,8.27E+17, Wed Feb 01 03:01:55 +0000 2017,1.49E+12, @nessalamode  taken any hydrocodone in years and because im not a person to take pain meds usually.,  hydrocodone,2517011701, Lautncr, before you came around  i was lost and out of place.. youre the only love i found  @devincliver. |6716 7716 92116 102116|married to devin| 21rp,0,0,317, Honeymoon with my husband!, None
116,8.27E+17, Wed Feb 01 08:29:44 +0000 2017,1.49E+12, i took a hydrocodone for this stupid headache n its still not going away . im in s ooooooooo much pain im getting mad,  hydrocodone,2836421348, lyexxv, spiritualist ,0,0,223, in5d, None
246,8.27E+17, Thu Feb 02 00:17:24 +0000 2017,1.49E+12, this hydrocodone medicine ive been taking for the past six nights is messin with me. inafog notfeelinmyself ,  hydrocodone,2220434988, LesliannMarie93, no mistakes in life ever  its only lessons.,0,0,299, None, None
122,8.40E+17, Fri Mar 10 04:44:11 +0000 2017,1.49E+12, ok but these hydrocodone pills dont work at all  my jaw can fall off at any time now ,  hydrocodone,252322796, laurageyen, wannabe artist  music  movie addict  beekeeper  xanthophile  future nz traveler  excited environmental science major  take me outside,0,0,240, Waconia: MN // Duluth: MN, None
358,8.40E+17, Fri Mar 10 20:56:27 +0000 2017,1.49E+12, @degeneratetbone if thats true  thats absurd. maximum hydrocodone vicadin dose via rx is 10 mg per pill. thats 75x a normal dose.,  hydrocodone,473177861, Bodog96, sixteen in the clip and one in the hole.,0,0,697, None, None
532,8.40E+17, Sat Mar 11 05:10:09 +0000 2017,1.49E+12, these hydrocodones aint working. ya boy got some shit thatll make your face numb,  hydrocodone,435533135, OVOPedro, the nineone lakeshow,0,0,148, JPâ€°Âù_â€¢Ã_Âè, None
623,8.41E+17, Sat Mar 11 14:33:45 +0000 2017,1.49E+12, @dawnneufeld ive seen it a few times. can try other pain meds. should go away once u stop hydrocodone.,  hydrocodone,124652639, scott_peak, neurologistneurooncologist  concussion research advocate  dlf writer and dynasty doc  huge metallica fan  fswa,0,0,618, Bay Area CA, None
786,8.41E+17, Sun Mar 12 00:16:24 +0000 2017,1.49E+12, only 2 more days of having to take hydrocodone every 3 hours and i can feel like a normal human again ,  hydrocodone,113426389, Barneyy_, @ryanleduc10,0,0,1031, FLâ€°ÃèÃ¶â€¢Ã_ÂèAL, None
820,8.41E+17, Sun Mar 12 02:24:15 +0000 2017,1.49E+12, greed looks like this 780m oxy and hydrocodone doses shipped to wv in 5yrs. thats 433 pillsperson. ,  hydrocodone,14124763, jfrank17, views are my own,0,0,130, Washington DC, None
922,8.41E+17, Sun Mar 12 13:41:06 +0000 2017,1.49E+12, i guess i shouldnt take hydrocodone for my sore throat when i have a very inflamed swollen lymph node. mightdriftoffintolalalandofnoreturn,  hydrocodone,35985531, EyeLoveMusic, sometimes we build up walls not to keep anyone out just to see who cares enough to knock them down pediatric rn.,0,0,2176, music=life, None
